No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
26,,1638,,0.005464,,2013MNRAS.436..479B,NGC 5584,142224.,-002316.,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
27,,1638,,0.005464,,2016ApJ...818L..14D,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
28,,1640,,0.005470,,2011ApJ...731L...4M,NGC 5584,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
29,,1640,,0.005470,,2015ApJS..217...27A,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
30,,1643,,0.005480,,2015MNRAS.452..397C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
31,,1643,,0.005480,,2017MNRAS.464.4680D,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
32,,1649,,0.005500,,2017ApJ...837..120G,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
33,,1649,,0.005500,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
34,,1650,,0.005504,,2022ApJS..259...43C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
35,,1654,,0.005516,,2015MNRAS.452.3776G,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
36,,1655,,0.005520,,2012A&A...544A..81H,SDSS J142223.76-002315.5,142223.7600,-002315.504,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
37,,1655,,0.005520,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
38,,1655,,0.005520,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
39,,1657,,0.005527,,2011A&A...533A.122P,NGC 5584,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
