No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
10,,416,15,0.001388,4.90E-05,2015ApJS..218...10V,,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
11,Optical,449,31,0.001498,1.03E-04,2000UZC...C......0F,UZC J121857.7+471820,121857.7,471820,J2000,uncertainty,Optical,,Both absorption and emission lines,Cross-correlation fit to template spectrum,Redshift is systemic,,Heliocentric velocity or redshift,,,,,"From new, raw data",
12,Optical,420,40,0.001401,1.33E-04,1956AJ.....61...97H,NGC 4258,121630,4734.9,B1950,estimated error,Optical,Long-slit spectrum,Both absorption and emission lines,Features measured in single-screw engine,Redshift is for nucleus only,,Heliocentric velocity or redshift,,,,,"From new, raw data",
13,Optical,425,50,0.001418,1.67E-04,1992CORV..C...0000F,NGC 4258,121629.7,473455,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1965POHP....8...16D
14,Optical,500,50,0.001668,1.67E-04,1992CORV..C...0000F,NGC 4258,121629.7,473455,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1925ApJ....61..353S
15,,300,,0.001,,2018ApJS..235....4O,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
16,,447,,0.00149,,2012MNRAS.419.2264V,NGC 4258,121857.54,471814.3,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
17,,447,,0.00149,,2012MNRAS.426.1750M,NGC 4258,121857.5,471814,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
18,,447,,0.00149,,2022ApJS..259...37S,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
19,,447,,0.00149,,2022ApJS..259...37S,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
20,,447,,0.001491,,2013AJ....145..101K,NGC 4258,121857.5,471814,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
21,,448,,0.001494,,2008ApJ...676..184T,PGC 039600,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
22,,448,,0.001494,,2011MNRAS.412.1881K,MESSIER 106,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
23,,448,,0.001494,,2011MNRAS.413..813C,MESSIER 106,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
24,,448,,0.001494,,2012A&A...544A..18V,MESSIER 106,121857.6192,471813.392,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
25,,448,,0.001494,,2013ApJ...778L..39W,NGC 4258,121857.5,471814,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
26,,448,,0.001494,,2013MNRAS.428.1790W,MESSIER 106,121857.5,471814.3,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
27,,448,,0.001494,,2014ApJ...783..106L,MESSIER 106,121857.4999,471814.299,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
28,,448,,0.001494,,2016ApJ...822...45T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
29,,448,,0.001494,,2016ApJ...831...37K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
30,,448,,0.001494,,2016MNRAS.459..357C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
31,,448,,0.001494,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
32,,448,,0.001494,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
33,,448,,0.001494,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
34,,448,,0.001494,,2022ApJ...932...74C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
35,,450,,0.0015,,2007A&A...462...57S,NGC 4258,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
36,,450,,0.0015,,2012A&A...544A..81H,SDSS J121857.50+471814.2,121857.4992,471814.184,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
37,,450,,0.0015,,2013ApJ...763..111V,NGC 4258,121857.6,471814.4,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
38,,450,,0.0015,,2013ApJS..207...19B,MESSIER 106,121857.504,471814.4,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
39,,450,,0.0015,,2015ApJ...799...91Y,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
40,,450,,0.0015,,2016MNRAS.456.3335S,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
41,,450,,0.0015,,2019A&A...626A..40P,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
42,,450,,0.0015,,2022A&A...659A..32P,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
43,,454,,0.001514,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
44,,454,,0.001514,,2022ApJS..259...43C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
45,,456,,0.001521,,2013AJ....146...86T,NGC 4258,121857.6,471813.8,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
46,,456,,0.001521,,2015MNRAS.447.1531C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
47,,456,,0.001521,,2016AJ....152...50T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
48,,462,,0.00154,,2018AJ....155...17C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
49,,462,,0.001541,,2010A&A...510A..48C,NGC 4258,121855.1148,471830.787,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
50,,480,,0.0016,,2022ApJS..261....4O,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
51,,500,,0.001668,,2011MNRAS.418.1753J,NGC 4258,121857.5,471814,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
52,,507,,0.001692,,2022ApJS..261....2K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
53,Optical,508,,0.001695,,1992CORV..C...0000F,NGC 4258,121629.7,473455,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1967ApJ...149..487C
54,,510,,0.0017,,2017ApJS..233...17R,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
55,,510,,0.0017,,2022MNRAS.510.5102O,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
56,Optical,510,,0.001701,,1992CORV..C...0000F,NGC 4258,121629.7,473455,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1963ApJ...138..375B
57,,600,,0.002,,2016MNRAS.460.1588W,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
58,,600,,0.002,,2023MNRAS.518.2529P,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
,,,,0.001535898,5.53E-05,,,,,,,,,,,,,,,,,,,
