No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
10,Optical,491,30,0.001638,1.00E-04,1956AJ.....61...97H,NGC 5236,133410,-2936.8,B1950,estimated error,Optical,Long-slit spectrum,Both absorption and emission lines,Features measured in single-screw engine,Redshift is for nucleus only,,Heliocentric velocity or redshift,,,,,"From new, raw data",
11,Optical,500,50,0.001668,1.67E-04,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1925ApJ....61..353S
12,,300,,0.001,,2022MNRAS.517..962D,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
13,Optical,330,,0.001101,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1988A&A...203..278M
14,Optical,418,,0.001394,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1963MNSSA..22..140E
15,Optical,480,,0.001601,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1969IBSH...14...32S
16,Optical,504,,0.001681,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1967Obs....87...38C
17,,508,,0.001695,,2016AJ....152...50T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
18,,508,,0.001695,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
19,,508,,0.001695,,2013AJ....146...86T,NGC 5236,133700.9,-295156,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
20,Optical,509,,0.001698,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1983ApJS...53...17D
21,,510,,0.0017,,2022ApJS..263...17G,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
22,,513,,0.00171,,2015ApJ...811..149C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
23,,513,,0.001711,,2012A&A...544A..18V,MESSIER 083,133700.9192,-295156.736,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
24,,513,,0.001711,,2016ApJS..226...19F,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
25,,513,,0.001711,,2022ApJ...926...55S,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
26,,513,,0.001711,,2019ApJ...872..116H,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
27,,513,,0.001711,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
28,,513,,0.001711,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
29,,513,,0.001711,,2018ApJ...860..165T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
30,,513,,0.001711,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
31,,513,,0.001711,,2022ApJ...932...74C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
32,,515,,0.001718,,2015MNRAS.447.1531C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
33,Optical,516,,0.001721,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1969AJ.....74..335W
34,Optical,516,,0.001721,,1992CORV..C...0000F,NGC 5236,133411,-293648,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1967Obs....87..225P
35,,518,,0.001728,,2013ApJ...766..108M,MESSIER 083,133700.9,-295157,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
36,,518,,0.001728,,2013ApJ...779...33M,MESSIER 083,133700.9,-295157,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
37,,519,,0.001731,,2013AJ....145..101K,NGC 5236,133700.1,-295204,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
38,,519,,0.001731,,2021MNRAS.505.4310C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
39,,519,,0.001732,,2018ApJ...864...40P,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
40,,522,,0.001741,,2014ApJ...795..117F,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
,,,,0.001657537,4.85E-05,,,,,,,,,,,,,,,,,,,
