No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
12,Optical,695,50,0.002318,1.67E-04,1956AJ.....61...97H,NGC 1637,43858,-257.1,B1950,estimated error,Optical,Long-slit spectrum,Both absorption and emission lines,Features measured in single-screw engine,Redshift is for nucleus only,,Heliocentric velocity or redshift,,,,,"From new, raw data",
13,,600,,0.002,,2022ApJ...925..115H,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
14,,713,,0.002377,,2018ApJ...864...40P,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
15,,713,,0.002378,,2013AJ....145..101K,NGC 1637,44128.2,-25129,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
16,,716,,0.002388,,2008ApJ...676..184T,PGC 015821,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
17,,717,,0.00239,,2011A&A...534A..31G,NGC 1637,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
18,,717,,0.00239,,2012A&A...546A...2S,NGC 1637,44128.2,-25129,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
19,,717,,0.002392,,2015MNRAS.447.1531C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
20,,717,,0.002392,,2022ApJ...932...74C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
21,,717,,0.002392,,2007AJ....134.1046H,NGC 1637,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
22,,717,,0.002392,,2011MNRAS.413..813C,NGC 1637,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
23,,717,,0.002392,,2013A&A...558A..68G,NGC 1637,44128.1,-25128,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
24,,717,,0.002392,,2018ApJ...855..107G,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
25,,718,,0.002395,,2016AJ....152...50T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
26,,718,,0.002395,,2013AJ....146...86T,NGC 1637,44128.2,-25129.1,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
27,,820,,0.002735,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
28,,820,,0.002735,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
,,,,0.002383862,4.99E-05,,,,,,,,,,,,,,,,,,,
