No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
12,,633,,0.002111,,2013AJ....146...86T,UGC 04966,92202.5,505836.6,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
13,,633,,0.002111,,2015MNRAS.447.1531C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
14,,633,,0.002111,,2015MNRAS.448.1767C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
15,,633,,0.002111,,2016AJ....152...50T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
16,,634,,0.002114,,2016AJ....151...94F,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
17,,634,,0.002114,,2019A&A...622A..64B,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
18,,634,,0.002114,,2013MNRAS.430..450L,NGC 2841,92202.6,505835,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
19,Optical,635,,0.002118,,1992CORV..C...0000F,NGC 2841,91834.9,511119,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1983ApJS...52..425S
20,,635,,0.002118,,2022ApJS..259...43C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
21,,636,,0.00212,,2011A&A...534A..31G,NGC 2841,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
22,,636,,0.00212,,2012A&A...544A..81H,SDSS J092202.66+505835.7,92202.6592,505835.688,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
23,,636,,0.002121,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
24,,638,,0.002128,,2008ApJ...676..184T,PGC 026512,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
25,,638,,0.002128,,2011MNRAS.413..813C,NGC 2841,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
26,,638,,0.002128,,2013A&A...558A..68G,NGC 2841,92202.6,505835,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
27,,638,,0.002128,,2016ApJS..226...19F,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
28,,638,,0.002128,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
29,,638,,0.002128,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
30,,638,,0.002128,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
31,,638,,0.002128,,2022ApJ...932...74C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
32,,639,,0.00213,,2015ApJS..217...27A,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
33,,641,,0.002138,,2012MNRAS.424.3050W,NGC 2841,92202.5,505836,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
34,,899,,0.003,,2022MNRAS.517..962D,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
,,,,0.002136171,7.52E-05,,,,,,,,,,,,,,,,,,,
