No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
11,Optical,1550,38,0.00517,1.27E-04,2000UZC...C......0F,UZC J122255.0+154922,122255,154922,J2000,uncertainty,Optical,,Both absorption and emission lines,Cross-correlation fit to template spectrum,Redshift is systemic,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,
12,Optical,1617,75,0.005394,2.50E-04,1956AJ.....61...97H,NGC 4321,122023,1606,B1950,estimated error,Optical,Long-slit spectrum,Both absorption and emission lines,Features measured in single-screw engine,Redshift is for nucleus only,,Heliocentric velocity or redshift,,,,,"From new, raw data",
13,,1575,126,0.005254,4.19E-04,2011AJ....142..170H,UGC 07450,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
14,,1575,126,0.005254,4.20E-04,2018ApJ...861...49H,,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
15,,899,,0.003,,2019MNRAS.482.1618C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
16,,899,,0.003,,2022MNRAS.517..962D,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
17,,1558,,0.005197,,2014ApJS..212...18B,NGC 4321,122254.8,154919,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
18,,1559,,0.0052,,2022A&A...660A.133H,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
19,,1560,,0.005203,,2014ApJS..215...22K,VCC 0596,122254.768,154933.24,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
20,,1571,,0.00524,,2022ApJ...935...20U,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
21,,1571,,0.00524,,2008AJ....135..232H,MESSIER 100,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
22,,1571,,0.00524,,2011MNRAS.413..813C,MESSIER 100,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
23,,1571,,0.00524,,2011MNRAS.415..753S,NGC 4321,122254.9,154921,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
24,,1571,,0.00524,,2012A&A...544A..18V,MESSIER 100,122254.8976,154920.568,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
25,,1571,,0.00524,,2016ApJ...818L..14D,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
26,,1571,,0.00524,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
27,,1571,,0.00524,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
28,,1571,,0.00524,,2018ApJ...856..126C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
29,,1571,,0.00524,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
30,,1571,,0.00524,,2022ApJ...932...74C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
31,,1572,,0.005244,,2016AJ....152...50T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
32,,1572,,0.005244,,2013AJ....146...86T,NGC 4321,122254.8,154918.8,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
33,,1574,,0.00525,,2018AJ....155...17C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
34,,1574,,0.00525,,2015MNRAS.447.1531C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
35,,1574,,0.00525,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
36,,1574,,0.00525,,2022ApJS..259...43C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
37,,1575,,0.005254,,2016MNRAS.459.1646C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
38,,1575,,0.005254,,2019AJ....157..194H,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
39,,1575,,0.005254,,2007AJ....133.2569G,UGC 07450,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
40,,1575,,0.005254,,2012MNRAS.419.3505D,NGC 4321,122254.9,154924.8,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
41,,1575,,0.005254,,2013A&A...550A.114B,[BEC2010] HRS 122,122254.9,154920.6,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
42,,1575,,0.005254,,2014A&A...564A..65B,[BEC2010] HRS 122,122254.9,154920.6,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
43,,1577,,0.00526,,2012A&A...544A..81H,SDSS J122254.91+154920.2,122254.9096,154920.208,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
44,,1579,,0.005267,,2021ApJS..257...21B,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
45,,1579,,0.005267,,2022ApJ...933...10Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
46,,1586,,0.00529,,2015ApJS..217...27A,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
47,,1589,,0.0053,,2017ApJ...837..120G,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
48,,1599,,0.005334,,2012MNRAS.424.3050W,NGC 4321,122254.9,154921,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
49,Optical,1600,,0.005337,,1992CORV..C...0000F,NGC 4321,122023.2,160600,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1983ApJS...52..425S
50,Optical,1780,,0.005937,,1992CORV..C...0000F,NGC 4321,122023.2,160600,B1950,no unc. reported,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1981A&AS...43..121B
,,,,0.005175922,1.03E-04,,,,,,,,,,,,,,,,,,,
