No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
0,,144,1,0.00048,3.00E-06,1989ESOLV.C...0000L,NGC 0300,,,,,,,,,,,,,,,,,
1,,144,1,0.00048,3.00E-06,1989ESOLV.C...0000L,NGC 0300,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
2,,146,2,0.000487,7.00E-06,2004AJ....128...16K,NGC 0300,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
3,Optical,170,2,0.000567,7.00E-06,1991ApJS...75..935d,ESO 295- G 020,5232,-3757.2,B1950,estimated error,Optical,,Both absorption and emission lines,Cross-correlation fit to template spectrum,Redshift is systemic,,Heliocentric velocity or redshift,,,,,"From new, raw data",
4,21-cm HI line,142,4,0.000474,1.30E-05,1991RC3.9.C...0000d,ESO 295- G 020,5232.1,-375712,B1950,rms uncertainty,Radio,,,,,,Heliocentric velocity or redshift,,,,,Homogenized from new and previously published data,
5,Optical,88,30,0.000294,1.00E-04,1992CORV..C...0000F,NGC 0300,5232,-375712,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1979AJ.....84.1811d
6,Optical,248,40,0.000827,1.33E-04,1956AJ.....61...97H,NGC 0300,5231,-3757.4,B1950,estimated error,Optical,Long-slit spectrum,Emission lines,Features measured in single-screw engine,"Redshift is for non-nuclear emission nebula(e.g., H II region, planetary nebular)",,Heliocentric velocity or redshift,,,,,"From new, raw data",
7,Optical lines,88,63,0.000294,2.10E-04,1991RC3.9.C...0000d,ESO 295- G 020,5232.1,-375712,B1950,rms uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,Homogenized from new and previously published data,
8,,142,,0.000474,,2008ApJ...676..184T,PGC 003238,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
9,,144,,0.00048,,2014ApJ...789...81F,NGC 0300,5453.48,-374103.8,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
10,,144,,0.00048,,2015A&A...580A.131T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
11,,144,,0.00048,,2018AJ....155...17C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
12,,144,,0.00048,,2017ApJ...843...16K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
13,,144,,0.00048,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
14,,144,,0.00048,,2019ApJ...872..134Z,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
15,,145,,0.000484,,2016A&A...592A..47N,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
16,,146,,0.000487,,2013AJ....145..101K,NGC 0300,5453.5,-374057,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
17,,146,,0.000487,,2014MNRAS.443.1281K,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
18,,146,,0.000487,,2015MNRAS.447.1531C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
19,,147,,0.000489,,2017MNRAS.472.4832W,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
20,,165,,0.00055,,2013AJ....146...86T,NGC 0300,5453.5,-374104.1,J2000,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
21,,165,,0.00055,,2018A&A...609A..37C,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
22,,165,,0.00055,,2016AJ....152...50T,,,,,no unc. reported,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
,,,,0.000493087,5.95E-05,,,,,,,,,,,,,,,,,,,
